,Compound,Date,Negative,Neutral,Positive,Tweets_ago,User,text
260,0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,0.0,261,@CBS,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…"
261,0.1531,Sun Feb 04 12:00:01 +0000 2018,0.0,0.882,0.118,262,@CBS,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0"
262,0.0,Sat Feb 03 23:11:43 +0000 2018,0.0,1.0,0.0,263,@CBS,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP
263,0.8268,Sat Feb 03 12:00:07 +0000 2018,0.0,0.662,0.338,264,@CBS,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT"
264,-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.075,0.925,0.0,265,@CBS,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…
265,0.4019,Fri Feb 02 20:07:40 +0000 2018,0.0,0.856,0.144,266,@CBS,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp"
266,0.4003,Fri Feb 02 19:03:33 +0000 2018,0.0,0.876,0.124,267,@CBS,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…
267,0.6114,Fri Feb 02 17:23:18 +0000 2018,0.0,0.834,0.166,268,@CBS,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg
268,0.0,Thu Feb 01 22:04:41 +0000 2018,0.0,1.0,0.0,269,@CBS,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02
269,0.0,Thu Feb 01 20:09:49 +0000 2018,0.0,1.0,0.0,270,@CBS,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG"
270,0.1139,Wed Jan 31 21:42:15 +0000 2018,0.0,0.912,0.088,271,@CBS,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu"
271,0.1007,Wed Jan 31 17:05:47 +0000 2018,0.115,0.75,0.135,272,@CBS,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…
272,0.4588,Wed Jan 31 16:37:17 +0000 2018,0.0,0.812,0.188,273,@CBS,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd"
273,0.1779,Wed Jan 31 06:55:30 +0000 2018,0.095,0.779,0.126,274,@CBS,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX
274,-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.252,0.569,0.179,275,@CBS,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials"
275,-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.256,0.744,0.0,276,@CBS,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so"
276,0.4939,Wed Jan 31 01:52:46 +0000 2018,0.119,0.625,0.256,277,@CBS,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one."
277,0.5093,Wed Jan 31 01:49:43 +0000 2018,0.0,0.81,0.19,278,@CBS,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy"
278,0.8261,Wed Jan 31 01:31:27 +0000 2018,0.0,0.566,0.434,279,@CBS,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials
279,0.8309,Wed Jan 31 01:29:10 +0000 2018,0.0,0.586,0.414,280,@CBS,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!
280,0.6588,Wed Jan 31 01:24:16 +0000 2018,0.0,0.614,0.386,281,@CBS,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials
281,-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.398,0.602,0.0,282,@CBS,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk
282,0.0,Wed Jan 31 01:17:37 +0000 2018,0.0,1.0,0.0,283,@CBS,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials
283,0.7525,Wed Jan 31 01:16:15 +0000 2018,0.0,0.651,0.349,284,@CBS,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug
284,0.0,Wed Jan 31 01:08:01 +0000 2018,0.0,1.0,0.0,285,@CBS,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌
285,0.8516,Wed Jan 31 01:04:34 +0000 2018,0.0,0.42,0.58,286,@CBS,RT @Mixxxalv: Watching #superbowlcommercials let the best win!
286,0.8442,Wed Jan 31 01:00:35 +0000 2018,0.0,0.649,0.351,287,@CBS,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u
287,0.923,Wed Jan 31 00:55:04 +0000 2018,0.0,0.594,0.406,288,@CBS,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd
288,0.5994,Wed Jan 31 00:37:20 +0000 2018,0.0,0.794,0.206,289,@CBS,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg"
289,0.8834,Wed Jan 31 00:11:53 +0000 2018,0.0,0.593,0.407,290,@CBS,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5"
290,0.8553,Tue Jan 30 23:35:01 +0000 2018,0.0,0.724,0.276,291,@CBS,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98
291,0.8553,Tue Jan 30 21:19:22 +0000 2018,0.0,0.694,0.306,292,@CBS,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN
292,0.9215,Tue Jan 30 18:46:04 +0000 2018,0.0,0.609,0.391,293,@CBS,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5"
293,0.0,Tue Jan 30 16:00:02 +0000 2018,0.0,1.0,0.0,294,@CBS,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli
294,0.5994,Tue Jan 30 04:03:31 +0000 2018,0.0,0.813,0.187,295,@CBS,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN"
295,0.6908,Tue Jan 30 03:17:51 +0000 2018,0.0,0.711,0.289,296,@CBS,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN
296,0.0,Tue Jan 30 02:12:15 +0000 2018,0.0,1.0,0.0,297,@CBS,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6
297,-0.296,Tue Jan 30 01:29:06 +0000 2018,0.115,0.885,0.0,298,@CBS,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22
298,0.0,Tue Jan 30 00:11:05 +0000 2018,0.0,1.0,0.0,299,@CBS,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR
299,0.3818,Mon Jan 29 22:45:21 +0000 2018,0.0,0.885,0.115,300,@CBS,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu
300,0.0772,Sun Mar 11 23:45:08 +0000 2018,0.0,0.936,0.064,301,@Fox,"RT @incantatricks: Society expects women to be everything and want nothing.

We have to be masters at self-improvement, conversation, emoti…"
301,-0.296,Sun Mar 11 23:10:30 +0000 2018,0.136,0.864,0.0,302,@Fox,"RT @ChloeCondon: Hey ladies, come work in tech. We have no bathroom lines 🚽💁🏼‍♀️ https://t.co/01stO97NKd"
302,0.6996,Sun Mar 11 06:15:00 +0000 2018,0.0,0.509,0.491,303,@Fox,"Friends: excited for the long weekend!
Me: https://t.co/vPjwIGbbM4"
303,0.0,Sat Mar 10 08:34:51 +0000 2018,0.0,1.0,0.0,304,@Fox,RT @lrnrd: THIS THREAD 🍿🔥🙏🏻👏💯 https://t.co/vhfH4ETTC0
304,-0.2957,Sat Mar 10 06:41:48 +0000 2018,0.177,0.725,0.098,305,@Fox,"RT @ChloeCondon: Booth recruiter 🧔: ...and we really value diversity!

Me 👧🏼: Do you have any women's sized shirts?

🧔: Unfortunately no, t…"
305,0.5859,Fri Mar 09 06:19:04 +0000 2018,0.0,0.568,0.432,306,@Fox,Amazing hosts for upcoming @CSSconfeu 💖 https://t.co/pmtGtflroP
306,-0.25,Fri Mar 09 06:01:38 +0000 2018,0.095,0.905,0.0,307,@Fox,Still wondering what companies that have less than 10% women (let alone POC) across the entire organisation (not on… https://t.co/yIyuV9WkMS
307,0.0,Fri Mar 09 02:43:33 +0000 2018,0.0,1.0,0.0,308,@Fox,"Women’s Day isn’t an arbitrary date. 

It should be an ongoing celebration, empowerment and inclusion of all women… https://t.co/5EJ63WQXL6"
308,0.4019,Fri Mar 09 02:39:36 +0000 2018,0.0,0.891,0.109,309,@Fox,"RT @butwhoiskat: I’ll be speaking (for the first time) next Thursday, at WDYK, on the ethics of design.

Wanna come support me?

https://t.…"
309,-0.6336,Fri Mar 09 02:25:31 +0000 2018,0.508,0.492,0.0,310,@Fox,"@Double_Days Hey! Unfortunately, that’s not me :)"
310,0.0,Fri Mar 09 01:16:08 +0000 2018,0.0,1.0,0.0,311,@Fox,RT @void_daddy_: the future isnt female. the future is nonbinary it's genderfluid it's queer and it's trans it's natives rising up against…
311,0.6771,Fri Mar 09 01:15:52 +0000 2018,0.0,0.764,0.236,312,@Fox,"RT @soniagupta504: I'm starting to really understand the importance of psychological safety on developer teams. 

With it, you have a team…"
312,0.0,Fri Mar 09 00:59:44 +0000 2018,0.0,1.0,0.0,313,@Fox,"RT @vboykis: Somewhere in the multiverse, this HN exists. https://t.co/bdk0sZeucF"
313,-0.34,Fri Mar 09 00:06:04 +0000 2018,0.261,0.611,0.128,314,@Fox,"@ohhoe blocked because the truth was too stingy, the follow up james damore story"
314,0.4404,Fri Mar 09 00:05:05 +0000 2018,0.0,0.888,0.112,315,@Fox,RT @triketora: such a useful resource for founders to be able to find the anti-harassment policies and points of contact for the vc firms t…
315,0.8356,Thu Mar 08 23:42:03 +0000 2018,0.0,0.643,0.357,316,@Fox,Hi friends! I’m looking for new opportunities to put my multidisciplinary skills to good use within a diverse organ… https://t.co/Chl7QaEgSe
316,0.0,Thu Mar 08 23:08:31 +0000 2018,0.0,1.0,0.0,317,@Fox,@ANZ_AU You can email me at hi@thefox.is.
317,0.658,Thu Mar 08 22:20:51 +0000 2018,0.0,0.578,0.422,318,@Fox,"@Mandy_Kerr Back at you, Mandy! You’re amazing! ✨"
318,0.4199,Thu Mar 08 22:20:32 +0000 2018,0.0,0.417,0.583,319,@Fox,@happycrappie thank you!
319,0.7269,Thu Mar 08 21:27:38 +0000 2018,0.0,0.736,0.264,320,@Fox,"RT @shailjapatel: Read women.
Cite women.
Credit women.

Teach women.
Publish women.
Present women.

Acknowledge women.
Award women.
Amplif…"
320,0.6114,Thu Mar 08 21:26:51 +0000 2018,0.0,0.84,0.16,321,@Fox,"RT @EricaJoy: Men! Celebrate #InternationalWomensDay by taking direct action:
🌟 Tell the women you work with how much you get paid.
🌟 If yo…"
321,-0.0772,Thu Mar 08 08:57:37 +0000 2018,0.085,0.847,0.069,322,@Fox,Another release of @jsconfeu tickets is happening in a few minutes and you don’t want to miss out. https://t.co/MX1CYi6kiK
322,-0.296,Thu Mar 08 08:32:47 +0000 2018,0.196,0.804,0.0,323,@Fox,"Everything about this—”the absence of no is not consent.”

https://t.co/58usW9cFxH"
323,-0.6597,Thu Mar 08 07:42:40 +0000 2018,0.252,0.748,0.0,324,@Fox,"Don’t try to shame me for your lack of professionalism and overconfident behaviour. 

Tl:dr; don’t work for @ANZ_AU."
324,-0.7269,Thu Mar 08 07:39:19 +0000 2018,0.289,0.711,0.0,325,@Fox,"I told her how offensive and exclusionary those things were. Her reply:

”I'm disappointed with your interpretation… https://t.co/diQiVBdLF0"
325,0.0772,Thu Mar 08 07:23:41 +0000 2018,0.0,0.939,0.061,326,@Fox,I got emailed by someone at @ANZ_AU who not only insinuated that I’m after ”fancy titles” after I said I want to dr… https://t.co/kpCyQY3i1z
326,0.09,Thu Mar 08 02:54:19 +0000 2018,0.154,0.639,0.208,327,@Fox,"@theroyals hey, thanks but that doesn’t sound like me, and I find a bunch of the language on your site problematic."
327,0.0,Thu Mar 08 02:52:30 +0000 2018,0.0,1.0,0.0,328,@Fox,"I think I’m going to collect “the best” team pages and toxic statements I see when looking for a new role. Already seen so many.

🤢"
328,-0.3489,Thu Mar 08 02:50:10 +0000 2018,0.159,0.75,0.091,329,@Fox,"@Catharz Thanks! I’ve interviewed in the past, but unfortunately, it didn’t fulfil my requirements on diversity and inclusion."
329,0.2003,Thu Mar 08 02:46:52 +0000 2018,0.111,0.741,0.148,330,@Fox,"@s_mcleod 👋🏻 thanks! unfortunately, I think I’m mostly looking to steer away from traditional front-end roles to so… https://t.co/VJ18W89w3A"
330,0.5106,Thu Mar 08 02:38:56 +0000 2018,0.0,0.807,0.193,331,@Fox,@stephenbelanger 👋🏻 Elastic has been recommended to me several times now. I would be keen to chat to someone. Would… https://t.co/YOKEU5HWVf
331,0.9552,Thu Mar 08 02:30:05 +0000 2018,0.0,0.245,0.755,332,@Fox,"@mikerapp haha, please feel free to. I was inspired by wonderful @lrnrd :)"
332,0.4714,Thu Mar 08 02:29:38 +0000 2018,0.099,0.658,0.243,333,@Fox,"@d2kagw @camplexer 👋🏻  sure! would you be able to drop a line at hi@thefox.is with more details, please?"
333,0.8588,Thu Mar 08 02:27:14 +0000 2018,0.082,0.478,0.44,334,@Fox,"@breskeby hey, thanks! unfortunately, I don’t want to pursue the path of a front/JS developer so it wouldn’t be a good fit :)"
334,0.0,Thu Mar 08 00:49:51 +0000 2018,0.0,1.0,0.0,335,@Fox,@superhighfives Which park is this?!
335,-0.3182,Thu Mar 08 00:38:56 +0000 2018,0.18,0.728,0.092,336,@Fox,"@maxvoltar Heh, got too excited and didn’t notice the “US remote”. Forever sad face of not willing to relocate to San Francisco. 

😭"
336,0.0,Thu Mar 08 00:38:08 +0000 2018,0.0,1.0,0.0,337,@Fox,@maxvoltar @goabstract Oh hi hello 👋🏻 https://t.co/3xme16xAIz
337,0.4389,Thu Mar 08 00:37:27 +0000 2018,0.0,0.85,0.15,338,@Fox,"RT @amberdawn: The product I've been working on launched today! @begin is a new way to handle tasking - create tasks, pick the one you're f…"
338,0.6858,Wed Mar 07 23:35:58 +0000 2018,0.08,0.705,0.215,339,@Fox,"@sara_ann_marie I have failed at this multiple times before, but I try my best to step out of my white cis privileg… https://t.co/0Ooul9WLgq"
339,0.5859,Wed Mar 07 23:30:24 +0000 2018,0.0,0.826,0.174,340,@Fox,"Having the audacity to talk about diversity and have a bunch of cis, able-bodied, white women is just eternally amazing."
340,0.0,Wed Mar 07 23:26:16 +0000 2018,0.0,1.0,0.0,341,@Fox,The all white women panel is the new all-male panel. https://t.co/xDGHNGWC49
341,0.0,Wed Mar 07 23:17:40 +0000 2018,0.0,1.0,0.0,342,@Fox,RT @sara_ann_marie: We're working on getting @noyougoshow in front of new audiences—where do y'all think we should be featured? Orgs we sho…
342,-0.4588,Wed Mar 07 23:17:27 +0000 2018,0.384,0.465,0.151,343,@Fox,"@dantoml *nods*

Or no careers page, no benefits, no process explained, nothing."
343,0.2732,Wed Mar 07 23:15:16 +0000 2018,0.0,0.913,0.087,344,@Fox,I don’t know if the majority of men realise the magnitude of mental energy needed to find a job as a member of an u… https://t.co/xCUFjAE2UD
344,0.0,Wed Mar 07 23:06:44 +0000 2018,0.0,1.0,0.0,345,@Fox,Looking for a job makes me realise how little has changed in the tech industry as I browse through countless almost… https://t.co/HbM885Ah1k
345,0.4389,Wed Mar 07 22:27:26 +0000 2018,0.0,0.862,0.138,346,@Fox,"RT @fox: 🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and leadership roles.…"
346,-0.3595,Wed Mar 07 21:44:50 +0000 2018,0.161,0.839,0.0,347,@Fox,"Oh look, it’s the show off your women to avoid getting called out day!"
347,0.7088,Wed Mar 07 19:54:53 +0000 2018,0.0,0.337,0.663,348,@Fox,@DevelopSean Thanks Sean! I appreciate it.
348,0.4199,Wed Mar 07 09:45:02 +0000 2018,0.0,0.798,0.202,349,@Fox,@mr_lundis Ah. It sounded like it’s only on site. I’ll have a look!
349,-0.3335,Wed Mar 07 09:43:47 +0000 2018,0.229,0.64,0.131,350,@Fox,@mr_lundis Sounds interesting but I’m in Australia and not relocating :)
350,0.6956,Wed Mar 07 09:39:32 +0000 2018,0.0,0.582,0.418,351,@Fox,"@peres Thank you, but I’m not looking to relocate. :)"
351,0.4753,Wed Mar 07 09:36:36 +0000 2018,0.0,0.808,0.192,352,@Fox,@limbera I didn’t see it at all! Would you mind sharing some details through email?
352,0.4588,Wed Mar 07 09:35:30 +0000 2018,0.0,0.4,0.6,353,@Fox,@tjalve Nope :)
353,0.4767,Wed Mar 07 08:28:30 +0000 2018,0.0,0.819,0.181,354,@Fox,Hi European friends 👋🏻 I’m looking for a new job. Find more details below. ⬇️ https://t.co/3xme16Pc79
354,0.0,Wed Mar 07 06:33:15 +0000 2018,0.0,1.0,0.0,355,@Fox,@z_rose Hey! You can email hi at https://t.co/vah0lKuzCY.
355,-0.5859,Wed Mar 07 05:00:04 +0000 2018,0.291,0.597,0.112,356,@Fox,What I’ve learned over the years is that often denying lack of inclusion is much worse than being honestly exclusionary.
356,0.0,Wed Mar 07 04:55:54 +0000 2018,0.0,1.0,0.0,357,@Fox,"You are right, there are 6% (7/101 instructors) of women instructors judging based on https://t.co/2JyuREYsYu (pron… https://t.co/JtEKL6cacH"
357,0.0,Wed Mar 07 04:47:06 +0000 2018,0.0,1.0,0.0,358,@Fox,"RT @sara_ann_marie: 4. If an organizer doesn't know where to find more diverse speakers, ask them why not. How do they find speakers now? W…"
358,0.3818,Wed Mar 07 04:47:01 +0000 2018,0.0,0.885,0.115,359,@Fox,"RT @sara_ann_marie: Specific things I do:
1. Ask organizers what they're doing to ensure a diverse lineup. 
2. Listen closely to the answer…"
359,-0.8225,Wed Mar 07 04:41:52 +0000 2018,0.35,0.571,0.079,360,@Fox,"RT @CharlotteAlter: Bumble expels anyone who uses hate speech, has a 0 tolerance harassment policy, regularly removes trolls, and is now ba…"
360,0.0,Wed Mar 07 04:20:11 +0000 2018,0.0,1.0,0.0,361,@Fox,@brianleroux @benschwarz Paging @jahoni 😂
361,0.4199,Wed Mar 07 03:56:25 +0000 2018,0.0,0.763,0.237,362,@Fox,@twholman How do I live up to this now 😂 thank you!
362,0.4738,Wed Mar 07 03:54:49 +0000 2018,0.0,0.493,0.507,363,@Fox,@DevelopSean indeed! Thank you!
363,0.4588,Wed Mar 07 02:31:05 +0000 2018,0.0,0.667,0.333,364,@Fox,@DevelopSean @InVisionApp Anyone I could talk to? :)
364,0.8221,Wed Mar 07 01:45:38 +0000 2018,0.0,0.345,0.655,365,@Fox,@jennschiffer Beautiful art boobs. Congrats! 👏🏻
365,0.6696,Wed Mar 07 01:41:24 +0000 2018,0.0,0.703,0.297,366,@Fox,"Also, if you have recommendations or can introduce me to good people, please do! 🙇🏻‍♀️"
366,0.4199,Wed Mar 07 01:39:26 +0000 2018,0.0,0.518,0.482,367,@Fox,"@malchata Thank you, Jeremy! 🌸"
367,0.4588,Wed Mar 07 01:39:08 +0000 2018,0.0,0.833,0.167,368,@Fox,"@Folletto It could be an option, could you introduce me to anyone I can talk to? :)"
368,0.68,Wed Mar 07 00:04:33 +0000 2018,0.0,0.682,0.318,369,@Fox,"@frameshiftllc Oh, I have never seen any examples of such transparency. Thank you for sharing!"
369,0.4199,Tue Mar 06 23:58:16 +0000 2018,0.0,0.518,0.482,370,@Fox,@emanuil_tolev Thank you Emanuil!
370,0.7345,Tue Mar 06 23:57:53 +0000 2018,0.0,0.447,0.553,371,@Fox,@saltnburnem Thank you for your kind words!
371,0.4199,Tue Mar 06 23:57:37 +0000 2018,0.0,0.518,0.482,372,@Fox,"@andymcmillan 😭

Thank you, Andy! 💐"
372,0.4389,Tue Mar 06 23:31:16 +0000 2018,0.0,0.847,0.153,373,@Fox,"🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and le… https://t.co/0T3EgXuCMK"
373,0.0423,Tue Mar 06 22:36:40 +0000 2018,0.092,0.809,0.099,374,@Fox,"@jenistyping Yep, I’m seeing a lot of people charging and making decent money, not giving back to the community or… https://t.co/rNdb3tSwf5"
374,0.296,Tue Mar 06 10:39:55 +0000 2018,0.0,0.761,0.239,375,@Fox,"RT @uveavanto: Saw these, thought I would share. https://t.co/XXisevHRrz"
375,0.4215,Tue Mar 06 10:38:14 +0000 2018,0.047,0.845,0.108,376,@Fox,RT @QVWCmelb: ‘We all care. How do we translate that into action? The data shows that we won’t get to gender pay equity for another 50 year…
376,0.0,Tue Mar 06 07:49:18 +0000 2018,0.0,1.0,0.0,377,@Fox,RT @QVWCmelb: ‘In 2018 we shouldn’t be talking about STEM education. We should be talking about algorithm design. It’s a human right and sh…
377,0.0,Tue Mar 06 06:29:05 +0000 2018,0.0,1.0,0.0,378,@Fox,"RT @MandelaSH: 9 in 10 VCs are White and Asian men
9 in 10 VC-backed founders are White and Asian men
Coincidence? 🤔"
378,0.2263,Tue Mar 06 01:15:21 +0000 2018,0.12,0.684,0.197,379,@Fox,RT @ikasliwal: A hard truth about women's spaces in Slack https://t.co/NBjHCGD3yN
379,0.2129,Tue Mar 06 01:14:33 +0000 2018,0.0,0.816,0.184,380,@Fox,"RT @aahunsberger: Words matter. I have been called all these things. 

I am not aggressive. I am assertive - I know what i want. 
I am not…"
380,0.25,Tue Mar 06 00:01:31 +0000 2018,0.0,0.875,0.125,381,@Fox,"When your neighbourhood coffee shop plays Jungle (loud) and brings you bottomless filter. ❤️

https://t.co/8pq3hOhZF7"
381,0.4404,Mon Mar 05 23:30:12 +0000 2018,0.0,0.804,0.196,382,@Fox,"Claiming care and commitment to diversity and inclusion, charging for tickets, having sponsors but NOT PAYING speak… https://t.co/WVbD6YOw9r"
382,-0.5719,Mon Mar 05 23:27:14 +0000 2018,0.179,0.821,0.0,383,@Fox,Any diversity and inclusion event not paying their speakers is perpetuating systems of injustice and the precedent… https://t.co/N7mARvzGJf
383,0.0,Mon Mar 05 23:24:01 +0000 2018,0.0,1.0,0.0,384,@Fox,Evergreen mood. https://t.co/46SrAc4PKY
384,0.0772,Mon Mar 05 23:18:56 +0000 2018,0.056,0.876,0.068,385,@Fox,"RT @projectinclude: Did you know: the pay gap between white women and women of color is the fastest growing income inequality there is, acc…"
385,-0.3818,Mon Mar 05 20:53:25 +0000 2018,0.115,0.885,0.0,386,@Fox,@ohhoe I have called out that guy multiple times and all I got was hostile snark. I wouldn’t expect much from him a… https://t.co/3fzrczcPHj
386,-0.5423,Mon Mar 05 07:21:53 +0000 2018,0.31,0.585,0.105,387,@Fox,I think my level of stress and exhaustion warrants a silent yoga and meditation retreat
387,0.0,Mon Mar 05 07:13:40 +0000 2018,0.0,1.0,0.0,388,@Fox,@vaurorapub @sw All I ask is one day when I don’t have to bend backwards to prove I’m “worthy” and “exceptional”
388,-0.5423,Mon Mar 05 07:12:10 +0000 2018,0.179,0.821,0.0,389,@Fox,"@decryption The NYT article is horrible and doing a massive disservice. Nonetheless, research about the founders is… https://t.co/2ofMnMgbDT"
389,0.1655,Mon Mar 05 06:55:03 +0000 2018,0.0,0.858,0.142,390,@Fox,"@sw Truth. I got used to the term, but I should ditch it."
390,-0.3818,Mon Mar 05 06:37:09 +0000 2018,0.246,0.644,0.11,391,@Fox,"@notwaldorf The amount of white, privileged feminism I see is as disturbing as Twitter feminism bios. Sob.

Actions and allyship or leave."
391,0.0,Mon Mar 05 06:36:44 +0000 2018,0.0,1.0,0.0,392,@Fox,@ezyjules ughhhhhhhhh
392,0.6808,Mon Mar 05 06:35:06 +0000 2018,0.0,0.588,0.412,393,@Fox,"This, with a special dedication for white, privileged, non-intersectional feminists. https://t.co/UwPxpfnUej"
393,0.0,Mon Mar 05 06:33:54 +0000 2018,0.0,1.0,0.0,394,@Fox,"@decryption You also haven’t done your homework to check who actually the person running Lumineer is, because if yo… https://t.co/Flb13H9M65"
394,-0.7778,Mon Mar 05 06:33:16 +0000 2018,0.298,0.702,0.0,395,@Fox,@decryption Hi Anthony. I’m really disappointed in the Sizzle. You’ve written a horribly harmful piece of content a… https://t.co/kpTJ9RhcI3
395,0.5965,Mon Mar 05 06:26:21 +0000 2018,0.0,0.811,0.189,396,@Fox,"RT @notwaldorf: At some point in my 30s I became a party pooper feminist. Inclusion is more than straight white women. It’s trans women, bl…"
396,0.0,Mon Mar 05 05:18:28 +0000 2018,0.0,1.0,0.0,397,@Fox,Reality comes at you fast. https://t.co/FYdgWyz6Ww
397,0.0,Mon Mar 05 02:01:34 +0000 2018,0.0,1.0,0.0,398,@Fox,"@ellehardytweets @sw has been advocating &amp; working against exclusionary, toxic tech culture for decades (here’s a p… https://t.co/NbdO7yxlYw"
398,0.4588,Mon Mar 05 00:48:47 +0000 2018,0.0,0.875,0.125,399,@Fox,"RT @meelijane: Know any women looking to make a jump into UX? @codelikeagirlau and @academyxi are joining forces to offer a sweet $10K, 10-…"
399,-0.4588,Mon Mar 12 00:10:41 +0000 2018,0.129,0.82,0.051,400,@nytimes,Kevin Zeich had 3 and a half years left on his prison sentence. His doctors said he had less than half that long to… https://t.co/bv0W9JJFSa
400,0.0,Sun Mar 11 23:54:00 +0000 2018,0.0,1.0,0.0,401,@nytimes,"Helicopter Crashes in East River Off Manhattan, Officials Report https://t.co/7rOLWTdZ5e"
401,-0.5423,Sun Mar 11 23:40:59 +0000 2018,0.246,0.632,0.123,402,@nytimes,"First Ray, then Patsy, now Joe. After a period of peace, another pizza war has broken out in New York City. https://t.co/8GhVhZkZue"
402,0.0,Sun Mar 11 23:20:56 +0000 2018,0.0,1.0,0.0,403,@nytimes,‘Punish a Muslim Day’ Letters Rattle U.K. Communities https://t.co/hjbTTl7FA7
403,0.0,Sun Mar 11 23:00:30 +0000 2018,0.0,1.0,0.0,404,@nytimes,By the Book: Luis Alberto Urrea: By the Book https://t.co/lVoEGw8C6Z
404,0.25,Sun Mar 11 22:43:40 +0000 2018,0.155,0.655,0.19,405,@nytimes,"""The greatest challenge to lasting weight loss is the fact that no one can give up eating. Rather, one has to learn… https://t.co/ffa3mkQSiU"
